LAMMPS (10 Dec 2025)
Reading data file ...
  orthogonal box = (-140 -140 -120) to (140 140 120)
  1 by 1 by 1 MPI processor grid
  reading atoms ...
  107280 atoms
  reading velocities ...
  107280 velocities
  scanning bonds ...
  2 = max bonds/atom
  scanning angles ...
  1 = max angles/atom
  orthogonal box = (-140 -140 -120) to (140 140 120)
  1 by 1 by 1 MPI processor grid
  reading bonds ...
  60000 bonds
  reading angles ...
  30000 angles
Finding 1-2 1-3 1-4 neighbors ...
  special bond factors lj:    0        0        0       
  special bond factors coul:  0        0        0       
     2 = max # of 1-2 neighbors
     1 = max # of 1-3 neighbors
     1 = max # of 1-4 neighbors
     2 = max # of special neighbors
  special bonds CPU = 0.041 seconds
  read_data CPU = 1.379 seconds
17280 atoms in group scaffold
90000 atoms in group water
WARNING: Temperature for fix modify is not for group all (../fix_nh.cpp:1403)
Generated 0 of 6 mixed pair_coeff terms from geometric mixing rule
Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 12
  ghost atom cutoff = 12
  binsize = 6, bins = 47 47 40
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut/coul/cut, perpetual
      attributes: half, newton on
      pair build: half/bin/newton
      stencil: half/bin/3d
      bin: standard
Setting up Verlet run ...
  Unit style    : real
  Current step  : 0
  Time step     : 0.25
Per MPI rank memory allocation (min/avg/max) = 90.01 | 90.01 | 90.01 Mbytes
   Step        Atoms         Temp         c_twater        PotEng         KinEng         TotEng         Press      c_msdwater[4] 
      7200      107280   101.78626      121.32944     -265971.41      32549.04      -233422.37     -206.31943      1.055781     
      7300      107280   103.16774      122.97617     -271887.11      32990.807     -238896.31     -217.01368      1.0807898    
      7400      107280   103.74178      123.66043     -276839.21      33174.373     -243664.84     -221.6105       1.1060571    
      7500      107280   104.23934      124.25352     -267231.45      33333.482     -233897.97     -211.13846      1.1309244    
      7600      107280   105.28585      125.50096     -261225.31      33668.132     -227557.18     -202.83399      1.1567241    
      7700      107280   105.93959      126.28022     -264245.45      33877.185     -230368.26     -203.29801      1.1818623    
      7800      107280   106.7771       127.27853     -272074.12      34145.002     -237929.11     -217.11086      1.2064301    
      7900      107280   107.66617      128.33831     -267144.71      34429.308     -232715.4      -210.25112      1.2318738    
      8000      107280   108.63028      129.48752     -270057.13      34737.607     -235319.52     -217.00866      1.2598507    
      8100      107280   109.45807      130.47425     -260532.96      35002.317     -225530.65     -198.52481      1.2852404    
      8200      107280   110.60061      131.83616     -273731.76      35367.676     -238364.08     -215.48511      1.3103409    
      8300      107280   111.28475      132.65166     -271025.56      35586.451     -235439.11     -213.94026      1.3378023    
      8400      107280   111.75963      133.21772     -270556.21      35738.307     -234817.91     -215.55881      1.3665166    
      8500      107280   112.43224      134.01947     -269412.76      35953.392     -233459.37     -212.30194      1.3951044    
      8600      107280   113.9979       135.88574     -270753.58      36454.058     -234299.52     -206.92314      1.4219093    
      8700      107280   114.46263      136.4397      -271505.32      36602.669     -234902.65     -211.77281      1.4524745    
      8800      107280   114.93505      137.00282     -280179.48      36753.737     -243425.74     -217.35828      1.4811984    
      8900      107280   115.92816      138.18661     -277613.23      37071.312     -240541.92     -220.87387      1.5118547    
      9000      107280   116.68744      139.09168     -274714.79      37314.115     -237400.68     -208.80741      1.5426062    
      9100      107280   117.27254      139.78911     -273090.34      37501.215     -235589.13     -216.4193       1.5762394    
      9200      107280   118.80973      141.62145     -274917.18      37992.776     -236924.41     -208.08989      1.6072514    
      9300      107280   119.38127      142.30273     -274020.01      38175.543     -235844.47     -214.93595      1.6404898    
      9400      107280   120.01717      143.06073     -271071.6       38378.89      -232692.71     -203.15352      1.673157     
      9500      107280   121.38344      144.68933     -279248.94      38815.794     -240433.15     -219.64724      1.7063664    
      9600      107280   121.63823      144.99303     -274695.17      38897.27      -235797.9      -209.22764      1.739387     
      9700      107280   122.77436      146.3473      -275161.07      39260.578     -235900.49     -217.85247      1.7736423    
      9800      107280   123.79441      147.5632      -279822.34      39586.768     -240235.58     -213.07997      1.8102182    
      9900      107280   124.46279      148.35991     -278944.71      39800.501     -239144.21     -216.27869      1.8486842    
     10000      107280   124.76805      148.72378     -271058.55      39898.117     -231160.43     -206.41755      1.8870949    
Loop time of 1803.65 on 1 procs for 10000 steps with 107280 atoms

Performance: 0.120 ns/day, 200.406 hours/ns, 5.544 timesteps/s, 594.794 katom-step/s
99.7% CPU use with 1 MPI tasks x no OpenMP threads

MPI task timing breakdown:
Section |  min time  |  avg time  |  max time  |%varavg| %total
---------------------------------------------------------------
Pair    | 1697.5     | 1697.5     | 1697.5     |   0.0 | 94.11
Bond    | 36.63      | 36.63      | 36.63      |   0.0 |  2.03
Neigh   | 36.979     | 36.979     | 36.979     |   0.0 |  2.05
Comm    | 0.40298    | 0.40298    | 0.40298    |   0.0 |  0.02
Output  | 1.7726     | 1.7726     | 1.7726     |   0.0 |  0.10
Modify  | 24.516     | 24.516     | 24.516     |   0.0 |  1.36
Other   |            | 5.889      |            |       |  0.33

Nlocal:         107280 ave      107280 max      107280 min
Histogram: 1 0 0 0 0 0 0 0 0 0
Nghost:              0 ave           0 max           0 min
Histogram: 1 0 0 0 0 0 0 0 0 0
Neighs:    1.07417e+07 ave 1.07417e+07 max 1.07417e+07 min
Histogram: 1 0 0 0 0 0 0 0 0 0

Total # of neighbors = 10741668
Ave neighs/atom = 100.1274
Ave special neighs/atom = 1.6778523
Neighbor list builds = 96
Dangerous builds = 0
System init for write_data ...
Generated 0 of 6 mixed pair_coeff terms from geometric mixing rule
WARNING: Not all mixed pair coeffs generated from mixing. Use write_data with 'pair ij' option to store all pair coeffs. (../write_data.cpp:364)
Total wall time: 0:30:06
